0	-0.0135
0.002	-0.0135
0.004	-0.01125
0.006	-0.01125
0.008	-0.0135
0.01	-0.0135
0.012	-0.01575
0.014	-0.018
0.016	-0.02025
0.018	-0.02025
0.02	-0.02025
0.022	-0.02025
0.024	-0.02025
0.026	-0.02025
0.028	-0.02025
0.03	-0.02025
0.032	-0.0225
0.034	-0.0225
0.036	-0.0225
0.038	-0.0225
0.04	-0.02025
0.042	-0.018
0.044	-0.01575
0.046	-0.0135
0.048	-0.009
0.05	-0.009
0.052	-0.009
0.054	-0.009
0.056	-0.01125
0.058	-0.01575
0.06	-0.018
0.062	-0.018
0.064	-0.02025
0.066	-0.02025
0.068	-0.018
0.07	-0.01575
0.072	-0.0135
0.074	-0.01125
0.076	-0.01125
0.078	-0.0135
0.08	-0.0135
0.082	-0.01575
0.084	-0.02025
0.086	-0.0225
0.088	-0.02475
0.09	-0.027
0.092	-0.027
0.094	-0.027
0.096	-0.02925
0.098	-0.027
0.1	-0.027
0.102	-0.027
0.104	-0.02475
0.106	-0.02475
0.108	-0.0225
0.11	-0.02025
0.112	-0.02025
0.114	-0.018
0.116	-0.02025
0.118	-0.0225
0.12	-0.02475
0.122	-0.027
0.124	-0.0315
0.126	-0.03375
0.128	-0.036
0.13	-0.03825
0.132	-0.036
0.134	-0.03375
0.136	-0.0315
0.138	-0.02925
0.14	-0.02475
0.142	-0.0225
0.144	-0.02025
0.146	-0.018
0.148	-0.018
0.15	-0.01575
0.152	-0.0135
0.154	-0.009
0.156	-0.00675
0.158	-0.0045
0.16	-0.0045
0.162	-0.00225
0.164	-0.00225
0.166	-0.0045
0.168	-0.00675
0.17	-0.00675
0.172	-0.009
0.174	-0.009
0.176	-0.009
0.178	-0.009
0.18	-0.009
0.182	-0.00675
0.184	-0.00675
0.186	-0.00675
0.188	-0.0045
0.19	-0.0045
0.192	-0.00225
0.194	-0.00225
0.196	0
0.198	0.00225
0.2	0.0045
0.202	0.0045
0.204	0.0045
0.206	0.0045
0.208	0.0045
0.21	0.0045
0.212	0.0045
0.214	0.0045
0.216	0.00675
0.218	0.00675
0.22	0.009
0.222	0.01125
0.224	0.0135
0.226	0.0135
0.228	0.0135
0.23	0.0135
0.232	0.0135
0.234	0.01125
0.236	0.01125
0.238	0.0135
0.24	0.01575
0.242	0.018
0.244	0.02025
0.246	0.02025
0.248	0.01575
0.25	0.00675
0.252	-0.01125
0.254	-0.03375
0.256	-0.063
0.258	-0.099
0.26	-0.13725
0.262	-0.1755
0.264	-0.2115
0.266	-0.24075
0.268	-0.2655
0.27	-0.279
0.272	-0.28125
0.274	-0.27
0.276	-0.24975
0.278	-0.21825
0.28	-0.17775
0.282	-0.13275
0.284	-0.0855
0.286	-0.0405
0.288	0
0.29	0.0315
0.292	0.054
0.294	0.06525
0.296	0.0675
0.298	0.063
0.3	0.05175
0.302	0.0405
0.304	0.027
0.306	0.018
0.308	0.01125
0.31	0.00675
0.312	0.00675
0.314	0.009
0.316	0.01125
0.318	0.01575
0.32	0.01575
0.322	0.018
0.324	0.018
0.326	0.018
0.328	0.018
0.33	0.01575
0.332	0.01575
0.334	0.01575
0.336	0.018
0.338	0.018
0.34	0.018
0.342	0.02025
0.344	0.02025
0.346	0.02025
0.348	0.02025
0.35	0.02025
0.352	0.02025
0.354	0.018
0.356	0.018
0.358	0.01575
0.36	0.0135
0.362	0.0135
0.364	0.01125
0.366	0.01125
0.368	0.01125
0.37	0.01125
0.372	0.01125
0.374	0.01125
0.376	0.01125
0.378	0.01125
0.38	0.0135
0.382	0.0135
0.384	0.0135
0.386	0.0135
0.388	0.01125
0.39	0.01125
0.392	0.009
0.394	0.009
0.396	0.00675
0.398	0.0045
0.4	0.0045
0.402	0.0045
0.404	0.0045
0.406	0.0045
0.408	0.0045
0.41	0.0045
0.412	0.0045
0.414	0.0045
0.416	0.00225
0.418	0
0.42	-0.00225
0.422	-0.0045
0.424	-0.00675
0.426	-0.009
0.428	-0.01125
0.43	-0.01125
0.432	-0.0135
0.434	-0.0135
0.436	-0.01575
0.438	-0.018
0.44	-0.02025
0.442	-0.0225
0.444	-0.02475
0.446	-0.02925
0.448	-0.0315
0.45	-0.0315
0.452	-0.03375
0.454	-0.03375
0.456	-0.03375
0.458	-0.03375
0.46	-0.03375
0.462	-0.036
0.464	-0.03825
0.466	-0.0405
0.468	-0.04275
0.47	-0.04725
0.472	-0.05175
0.474	-0.054
0.476	-0.0585
0.478	-0.06075
0.48	-0.063
0.482	-0.063
0.484	-0.06525
0.486	-0.06525
0.488	-0.06525
0.49	-0.06525
