0	0.053009
0.001	0.052338
0.002	0.051667
0.003	0.050996
0.004	0.050996
0.005	0.050996
0.006	0.050996
0.007	0.050996
0.008	0.050996
0.009	0.050996
0.01	0.050996
0.011	0.050325
0.012	0.049654
0.013	0.048983
0.014	0.047641
0.015	0.045628
0.016	0.044286
0.017	0.042944
0.018	0.042273
0.019	0.041602
0.02	0.040931
0.021	0.04026
0.022	0.039589
0.023	0.038247
0.024	0.038247
0.025	0.038247
0.026	0.038247
0.027	0.038247
0.028	0.038918
0.029	0.039589
0.03	0.04026
0.031	0.04026
0.032	0.039589
0.033	0.038918
0.034	0.038247
0.035	0.037576
0.036	0.036234
0.037	0.035563
0.038	0.034892
0.039	0.034221
0.04	0.03355
0.041	0.032879
0.042	0.030866
0.043	0.029524
0.044	0.028182
0.045	0.02684
0.046	0.024827
0.047	0.023485
0.048	0.022143
0.049	0.020801
0.05	0.018788
0.051	0.017446
0.052	0.015433
0.053	0.012749
0.054	0.010736
0.055	0.008723
0.056	0.006039
0.057	0.004026
0.058	0.002013
0.059	-0.000671
0.06	-0.002684
0.061	-0.004697
0.062	-0.00671
0.063	-0.007381
0.064	-0.008052
0.065	-0.008723
0.066	-0.008723
0.067	-0.008723
0.068	-0.008723
0.069	-0.009394
0.07	-0.010065
0.071	-0.010736
0.072	-0.011407
0.073	-0.01342
0.074	-0.014762
0.075	-0.016104
0.076	-0.018788
0.077	-0.022143
0.078	-0.024827
0.079	-0.028182
0.08	-0.030866
0.081	-0.034221
0.082	-0.036905
0.083	-0.039589
0.084	-0.041602
0.085	-0.043615
0.086	-0.045628
0.087	-0.04697
0.088	-0.048983
0.089	-0.050325
0.09	-0.051667
0.091	-0.053009
0.092	-0.055022
0.093	-0.055693
0.094	-0.056364
0.095	-0.057706
0.096	-0.058377
0.097	-0.058377
0.098	-0.058377
0.099	-0.058377
0.1	-0.057706
0.101	-0.057035
0.102	-0.055693
0.103	-0.055022
0.104	-0.054351
0.105	-0.05368
0.106	-0.053009
0.107	-0.051667
0.108	-0.050325
0.109	-0.048312
0.11	-0.047641
0.111	-0.046299
0.112	-0.045628
0.113	-0.044957
0.114	-0.044957
0.115	-0.044957
0.116	-0.044957
0.117	-0.044957
0.118	-0.043615
0.119	-0.042944
0.12	-0.042273
0.121	-0.040931
0.122	-0.039589
0.123	-0.037576
0.124	-0.034892
0.125	-0.032208
0.126	-0.028853
0.127	-0.026169
0.128	-0.022143
0.129	-0.018117
0.13	-0.014762
0.131	-0.010736
0.132	-0.007381
0.133	-0.003355
0.134	0
0.135	0.002013
0.136	0.004697
0.137	0.00671
0.138	0.008052
0.139	0.010065
0.14	0.011407
0.141	0.012749
0.142	0.014091
0.143	0.016104
0.144	0.017446
0.145	0.019459
0.146	0.022143
0.147	0.024156
0.148	0.02684
0.149	0.030195
0.15	0.032879
0.151	0.035563
0.152	0.036905
0.153	0.038918
0.154	0.04026
0.155	0.04026
0.156	0.039589
0.157	0.038247
0.158	0.036905
0.159	0.032879
0.16	0.029524
0.161	0.025498
0.162	0.02013
0.163	0.014762
0.164	0.010065
0.165	0.005368
0.166	0.001342
0.167	-0.002684
0.168	-0.006039
0.169	-0.007381
0.17	-0.009394
0.171	-0.010736
0.172	-0.010736
0.173	-0.010065
0.174	-0.009394
0.175	-0.008723
0.176	-0.008052
0.177	-0.007381
0.178	-0.006039
0.179	-0.006039
0.18	-0.006039
0.181	-0.006039
0.182	-0.006039
0.183	-0.007381
0.184	-0.008052
0.185	-0.008723
0.186	-0.010065
0.187	-0.011407
0.188	-0.012749
0.189	-0.014762
0.19	-0.016104
0.191	-0.017446
0.192	-0.018788
0.193	-0.018788
0.194	-0.018788
0.195	-0.018788
0.196	-0.019459
0.197	-0.02013
0.198	-0.020801
0.199	-0.022143
0.2	-0.022814
0.201	-0.023485
0.202	-0.024156
0.203	-0.024827
0.204	-0.025498
0.205	-0.026169
0.206	-0.02684
0.207	-0.028182
0.208	-0.028853
0.209	-0.029524
0.21	-0.029524
0.211	-0.029524
0.212	-0.029524
0.213	-0.029524
0.214	-0.029524
0.215	-0.029524
0.216	-0.029524
0.217	-0.028853
0.218	-0.028182
0.219	-0.027511
0.22	-0.02684
0.221	-0.025498
0.222	-0.024827
0.223	-0.024156
0.224	-0.024156
0.225	-0.024156
0.226	-0.024156
0.227	-0.024827
0.228	-0.025498
0.229	-0.026169
0.23	-0.02684
0.231	-0.027511
0.232	-0.028853
0.233	-0.029524
0.234	-0.030195
0.235	-0.030866
0.236	-0.031537
0.237	-0.032208
0.238	-0.032208
0.239	-0.032208
0.24	-0.032208
0.241	-0.031537
0.242	-0.030866
0.243	-0.030195
0.244	-0.029524
0.245	-0.029524
0.246	-0.029524
0.247	-0.029524
